YEAR,Season,deltaPAW,deltaPAW_watershed,deltaWTE_length,deltaWTE,deltaWTE_watershed,deltaS,deltaS_cm,South_PCP,NADP_PCP,North_PCP,Year,q_interval_cm,ET,ETmax,EP,DI,ET_storage,EP_storage
1968,Growing,-0.3078860000000002,-200125900.00000015,-0.9999999999990905,-0.5699999999994816,-182399999.99983412,-382525899.9998343,-0.3943565979379735,72.8,0.0,74.58,1968,1.798234847423,71.001765152577,120.66894268715421,0.9752989718760576,1.6575404215268437,71.39612175051496,0.9807159581114694
1969,Growing,-0.6422040000000004,-417432600.0000003,7.999999999998408,4.559999999999093,1459199999.9997096,1041767399.9997094,1.0739870103089788,57.68,0.0,60.08,1969,1.8825667274205,55.7974332725795,125.46709196262475,0.967361880592571,2.175226975773661,54.72344626227052,0.9487421335345098
1969,Snow,0.2438780000000002,158520700.00000012,-3.999999999996362,-2.2799999999979264,-729599999.9993365,-571079299.9993364,-0.5887415463910685,19.7,0.0,19.78,1969,0.15162624619,19.54837375381,33.09330052448959,0.9923032362340102,1.6798629707862738,20.13711530020107,1.0221885939188362
1970,Growing,-0.6108379999999995,-397044699.9999997,-9.99999999999659,-5.699999999998055,-1823999999.9993777,-2221044699.9993773,-2.2897368041230695,51.99,0.0,51.13,1970,1.417165568646,50.572834431354,135.6286265151889,0.9727415739825735,2.6087444992342546,52.86257123547707,1.0167834436521843
1970,Snow,0.8140919999999998,529159799.9999999,-10.000000000002274,-5.700000000001295,-1824000000.0004144,-1294840200.0004144,-1.3348868041241386,15.1,0.0,15.51,1970,0.2157404348794,14.8842595651206,19.09369287887551,0.9857125539814967,1.264482972110961,16.219146369244736,1.0741156535923666
1971,Growing,-0.09581199999999973,-62277799.99999983,8.999999999997499,5.129999999998574,1641599999.999544,1579322199.9995441,1.6281672164943755,63.910000000000004,0.0,69.24,1971,1.54679508285397,62.363204917146035,117.92746460705254,0.9757972917719611,1.8452114631051875,60.73503770065166,0.9503213534760078
1971,Snow,0.10992799999999953,71453199.99999969,7.999999999998408,4.559999999999093,1459199999.9997096,1530653199.9997094,1.5779929896904221,19.23,0.0,20.54,1971,0.1862309371195,19.0437690628805,25.95904779964329,0.9903156038939417,1.3499244825607535,17.465776073190078,0.908256686073327
1972,Growing,-1.0791540000000004,-701450100.0000002,3.000000000002956,1.7100000000016846,547200000.0005391,-154250099.99946117,-0.15902072164892905,64.95,0.0,70.82,1972,1.82977674261669,63.120223257383316,118.09923178413435,0.9718279177426222,1.8183099581852862,63.279243979032245,0.9742762737341377
1972,Snow,0.6615780000000006,430025700.00000036,-1.999999999998181,-1.1399999999989632,-364799999.99966824,65225700.00033212,0.06724298969106404,15.39,0.0,16.23,1972,0.03625484528429,15.35374515471571,5.670085276218369,0.9976442595656732,0.3684265936464177,15.286502165024647,0.9932749944785345
1973,Growing,-0.6507479999999999,-422986199.99999994,-1.999999999998181,-1.1399999999989632,-364799999.99966824,-787786199.9996681,-0.8121507216491424,65.19,0.0,64.32,1973,2.46783421809,62.72216578191,121.46003970705391,0.9621439757924529,1.8631698068270273,63.53431650355914,0.974602185972682
1973,Snow,1.016108,660470200.0,1.999999999998181,1.1399999999989632,364799999.99966824,1025270199.9996682,1.056979587628524,10.47,0.0,11.46,1973,0.265863271134,10.204136728866,25.317912637158372,0.9746071374275072,2.418138742804047,9.147157141237477,0.8736539771955565
1974,Growing,-1.3367100000000007,-868861500.0000005,2.0000000000038654,1.1400000000022033,364800000.00070506,-504061499.9992954,-0.5196510309271086,61.34,0.0,60.35,1974,1.810962554351262,59.52903744564874,136.86590817762013,0.9704766456740909,2.231266843456474,60.04868847657585,0.978948295998954
1974,Snow,1.1786140000000005,766099100.0000004,-9.000000000003183,-5.130000000001814,-1641600000.0005805,-875500900.0005802,-0.9025782474232785,15.11,0.0,15.58,1974,0.2297325813061,14.880267418693899,24.93992454478969,0.9847959906481734,1.650557547636644,15.782845666117177,1.0445298256861137
1975,Growing,-1.2852840000000003,-835434600.0000002,1.999999999998181,1.1399999999989632,364799999.99966824,-470634600.000332,-0.4851903092786928,56.92,0.0,58.32,1975,2.0491257522876998,54.8708742477123,141.9686348745402,0.9639998989408345,2.494178406088197,55.356064556990994,0.97252397324299
1975,Snow,0.9947720000000004,646601800.0000002,0.0,0.0,0.0,646601800.0000002,0.6665997938144332,27.37,0.0,28.14,1975,0.084635820483,27.285364179517,3.0637294936871657,0.9969077157295213,0.11193750433639627,26.618764385702566,0.9725525899050992
1976,Growing,-0.4486080000000001,-291595200.00000006,-49.00000000000091,-27.930000000000515,-8937600000.000164,-9229195200.000164,-9.514634226804294,26.74,0.0,30.35,1976,0.5486441879971,26.191355812002897,128.67727617918496,0.979482266716638,4.812164404606768,35.70599003880719,1.33530254445801
1976,Snow,0.4486080000000001,291595200.00000006,1.999999999998181,1.1399999999989632,364799999.99966824,656395199.9996684,0.6766960824738849,14.69,0.0,15.05,1976,0.0095428345063,14.6804571654937,37.891280281787175,0.9993503856700953,2.5793928033891884,14.003761083019814,0.9532853017712604
1977,Growing,0.6475000000000002,420875000.0000001,7.999999999998408,4.559999999999093,1459199999.9997096,1880074999.9997096,1.9382216494842368,69.41,0.0,71.14,1977,1.2842846725778,68.1257153274222,132.676251058263,0.9814971232880306,1.9114861123507134,66.18749367793797,0.953572881111338
1977,Snow,0.2644040000000001,171862600.00000006,39.00000000000432,22.23000000000246,7113600000.000787,7285462600.000787,7.510786185567821,25.32,0.0,25.25,1977,0.3799547029,24.9400452971,42.084166235612024,0.9849938900908373,1.6620918734443928,17.42925911153218,0.6883593645944779
1978,Growing,-1.2492800000000006,-812032000.0000004,0.0,0.0,0.0,-812032000.0000004,-0.8371463917525777,65.53,0.0,71.4,1978,2.182275638761191,63.34772436123881,121.370319648486,0.9666980674689274,1.8521336738667176,64.18487075299139,0.9794730772621911
1978,Snow,0.5364480000000003,348691200.0000002,0.0,0.0,0.0,348691200.0000002,0.35947546391752594,13.01,0.0,13.2,1978,0.018883872733791,12.991116127266208,21.290203184638933,0.9985485109351429,1.6364491302566437,12.631640663348682,0.9709178065602369
1979,Growing,-0.8132160000000005,-528590400.0000003,-9.000000000003183,-5.130000000001814,-1641600000.0005805,-2170190400.000581,-2.237309690722248,63.66,0.0,58.91,1979,2.654057019004,61.005942980996,132.33902756344125,0.9583088749763745,2.078841149284343,63.243252671718245,0.9934535449531613
1979,Snow,1.0463880000000003,680152200.0000002,-1.999999999998181,-1.1399999999989632,-364799999.99966824,315352200.000332,0.3251053608250845,19.57,0.0,19.73,1979,0.23155885016,19.33844114984,14.251696311099433,0.9881676622299438,0.728242018962669,19.013335789014917,0.9715552268275379
1980,Growing,0.5040719999999996,327646799.99999976,12.000000000000455,6.840000000000258,2188800000.0000825,2516446800.000082,2.594275051546476,51.39,0.0,53.65,1980,0.8043761375535,50.5856238624465,133.10516648611258,0.9843476135910976,2.5900985889494565,47.99134881090003,0.9338655149036783
1980,Snow,-0.36863599999999935,-239613399.99999958,-1.999999999998181,-1.1399999999989632,-364799999.99966824,-604413399.9996679,-0.623106597937802,15.31,0.0,16.63,1980,0.050117665987,15.259882334013,36.587982715600006,0.9967264751151534,2.3898094523579365,15.882988931950802,1.0374257956858786
1981,Growing,-0.6086379999999998,-395614699.9999999,-6.999999999999318,-3.9899999999996107,-1276799999.9998755,-1672414699.9998755,-1.7241388659792531,70.34,0.0,67.53,1981,1.5428101295686,68.79718987043141,129.38523011976326,0.9780663899691698,1.8394260750606093,70.52132873641067,1.002577889343342
1981,Snow,0.62825,408362500.0,9.99999999999659,5.699999999998055,1823999999.9993777,2232362499.9993777,2.301404639174616,10.93,0.0,11.44,1981,0.33703310451588,10.59296689548412,28.99326063343777,0.9691644003187667,2.652631347981498,8.291562256309504,0.7586058788938247
1982,Growing,-0.8012240000000002,-520795600.0000001,-2.9999999999972715,-1.7099999999984445,-547199999.9995023,-1067995599.9995024,-1.1010263917520644,61.39,0.0,60.24,1982,1.7369217566364,59.6530782433636,128.7012781547346,0.9717067640228637,2.0964534639963284,60.75410463511567,0.9896417109482923
1982,Snow,0.8059959999999999,523897399.99999994,0.9999999999990905,0.5699999999994816,182399999.99983412,706297399.9998341,0.728141649484365,19.41,0.0,20.73,1982,0.0983802106117,19.3116197893883,15.911752003083823,0.9949314677685883,0.8197708399321908,18.583478139903935,0.9574177300311146
1983,Growing,-0.7648480000000004,-497151200.0000003,-4.000000000002046,-2.2800000000011664,-729600000.0003732,-1226751200.0003736,-1.2646919587632717,53.45,0.0,56.14,1983,0.6599594945515,52.7900405054485,139.68529390803727,0.9876527690448736,2.613382486586291,54.054732464211774,1.0113139843631762
1983,Snow,0.6703600000000003,435734000.0000002,6.000000000000227,3.420000000000129,1094400000.0000412,1530134000.0000415,1.5774577319588057,18.52,0.0,19.5,1983,0.102188085608,18.417811914392,21.27864397006885,0.9944822847943845,1.1489548579950783,16.840354182433195,0.9093063813408853
1984,Growing,-1.1034520000000003,-717243800.0000002,-5.000000000001137,-2.8500000000006476,-912000000.0002072,-1629243800.0002074,-1.6796327835053684,67.46,0.0,63.51,1984,1.8262068326187,65.6337931673813,127.08444777842251,0.9729290419119672,1.8838489145926849,67.31342595088667,0.997827245047238
1984,Snow,1.2388880000000007,805277200.0000005,-0.9999999999990905,-0.5699999999994816,-182399999.99983412,622877200.0001664,0.6421414432991407,11.35,0.0,12.11,1984,0.035284663297791,11.314715336702209,35.42882954297107,0.9968912190927056,3.1214827791163944,10.672573893403069,0.9403148804760413
1985,Growing,-1.1088720000000007,-720766800.0000005,3.999999999996362,2.2799999999979264,729599999.9993365,8833199.999336004,0.009106391751892788,77.55,0.0,73.31,1985,2.528662307211382,75.02133769278862,125.34884283123876,0.9673931359482737,1.6163616096871536,75.01223130103672,0.967275709877972
1985,Snow,0.7678960000000004,499132400.00000024,3.000000000002956,1.7100000000016846,547200000.0005391,1046332400.0005393,1.0786931958768446,16.87,0.0,16.76,1985,0.015400184501781,16.85459981549822,39.40556933931185,0.9990871259927812,2.3358369495739093,15.775906619621374,0.9351456206058905
1986,Growing,-0.8361900000000004,-543523500.0000002,-9.000000000003183,-5.130000000001814,-1641600000.0005805,-2185123500.000581,-2.2527046391758563,63.12,0.0,66.99,1986,1.5191349036364,61.6008650963636,131.22686455084494,0.9759325902465716,2.079006092377138,63.85356973553945,1.0116218272423867
1986,Snow,1.0179080000000007,661640200.0000005,8.000000000004093,4.560000000002333,1459200000.0007465,2120840200.000747,2.1864331958770586,15.26,0.0,15.1,1986,0.134939809197,15.125060190803,37.66059342840404,0.9911572864222149,2.4679287960946295,12.93862699492594,0.8478785710960642
1987,Growing,-0.3018280000000004,-196188200.00000024,-4.000000000002046,-2.2800000000011664,-729600000.0003732,-925788200.0003735,-0.9544208247426531,66.7,0.0,61.54,1987,1.686487302631881,65.01351269736813,137.66969157305283,0.9747153327941248,2.064013366912336,65.96793352211078,0.9890244905863685
1987,Snow,-0.09524999999999961,-61912499.99999975,3.000000000002956,1.7100000000016846,547200000.0005391,485287500.0005393,0.5002963917531333,10.14,0.0,10.42,1987,0.1122298797636,10.0277701202364,49.39437125654181,0.988931964520355,4.871239768889724,9.527473728483267,0.9395930698701447
1988,Growing,0.6904480000000002,448791200.0000001,10.000000000002274,5.700000000001295,1824000000.0004144,2272791200.0004144,2.3430837113406335,68.79,0.0,74.49,1988,2.101526254566291,66.68847374543371,146.91583356861793,0.9694501198638422,2.135714981372553,64.34539003409307,0.9353887197862053
1989,Snow,-0.05943599999999982,-38633399.99999988,-8.999999999997499,-5.129999999998574,-1641599999.999544,-1680233399.9995437,-1.7321993814428285,13.21,0.0,13.76,1989,0.0140128357392,13.195987164260801,16.480494693375373,0.998939225152218,1.2475771910200888,14.92818654570363,1.1300671117110999
1990,Growing,-0.8237880000000005,-535462200.00000036,-37.000000000000455,-21.090000000000256,-6748800000.000082,-7284262200.000082,-7.509548659793899,43.39,0.0,44.24,1990,0.604861626152891,42.78513837384711,125.79803261568503,0.9860598841633351,2.899240207782554,50.29468703364101,1.1591308373736118
1990,Snow,0.11610000000000015,75465000.00000009,6.999999999999318,3.9899999999996107,1276799999.9998755,1352264999.9998755,1.394087628865851,15.5,0.0,15.73,1990,0.045611010077771,15.45438898992223,24.018408897202264,0.9970573541885309,1.5495747675614364,14.060301361056379,0.907116216842347
1991,Growing,-0.6315740000000003,-410523100.0000002,-6.999999999999318,-3.9899999999996107,-1276799999.9998755,-1687323099.9998758,-1.739508350515336,52.27,0.0,53.11,1991,0.721196991870842,51.54880300812916,127.28214926697653,0.9862024681103723,2.4350899037110487,53.2883113586445,1.0194817554743543
1991,Snow,0.6315740000000003,410523100.0000002,28.000000000002956,15.960000000001683,5107200000.000539,5517723100.000539,5.688374329897463,19.42,0.0,18.67,1991,0.034760257976,19.385239742024,38.08543982749616,0.9982100794039135,1.9611452022397609,13.696865412126538,0.7052968801300997
1992,Growing,0.13133999999999996,85370999.99999997,2.0000000000038654,1.1400000000022033,364800000.00070506,450171000.000705,0.4640938144337165,68.43,0.0,63.01,1992,2.066721906117831,66.36327809388217,106.93437878213737,0.9697980139395319,1.5626827236904481,65.89918427944846,0.9630159912238558
1993,Growing,-0.6135720000000005,-398821800.0000003,-2.9999999999972715,-1.7099999999984445,-547199999.9995023,-946021799.9995027,-0.9752802061850543,63.57,0.0,66.46,1993,1.656500714498381,61.91349928550162,123.06254958334736,0.9739420998191226,1.9358588891512878,62.88877949168668,0.989283930968801
1993,Snow,0.5162360000000004,335553400.00000024,2.9999999999972715,1.7099999999984445,547199999.9995023,882753399.9995025,0.910055051545879,15.66,0.0,14.950000000000001,1993,0.0301831554734,15.6298168445266,21.726107886368617,0.9980725954359259,1.3873632111346499,14.719761792980721,0.9399592460396373
1994,Growing,-0.04138600000000009,-26900900.00000006,-4.9999999999954525,-2.8499999999974075,-911999999.9991704,-938900899.9991705,-0.9679390721640934,71.01,0.0,68.67,1994,2.0297432689495,68.9802567310505,121.43072551616834,0.9714160925369736,1.71005105641696,69.9481958032146,0.9850471173526911
1994,Snow,0.8583640000000007,557936600.0000005,4.9999999999954525,2.8499999999974075,911999999.9991704,1469936599.9991708,1.515398556700176,13.99,0.0,14.03,1994,0.05250072006452,13.93749927993548,20.84553531402154,0.9962472680439942,1.490031116084456,12.422100723235303,0.8879271424757186
1995,Growing,-0.4605240000000002,-299340600.0000001,12.000000000000455,6.840000000000258,2188800000.0000825,1889459400.0000825,1.947896288659879,71.08,0.0,71.27,1995,1.7547788325683,69.32522116743169,129.36621713516172,0.9753126219391065,1.8200086822617012,67.37732487877182,0.9479083410069192
1995,Snow,0.23778200000000016,154558300.0000001,1.999999999998181,1.1399999999989632,364799999.99966824,519358299.99966836,0.5354209278347096,18.0,0.0,18.650000000000002,1995,0.198649696466,17.801350303534,8.501680564905582,0.988963905751889,0.472315586939199,17.26592937569929,0.9592182986499606
1996,Growing,-0.09524999999999978,-61912499.99999986,6.000000000000227,3.420000000000129,1094400000.0000412,1032487500.0000414,1.0644201030928262,57.48,0.0,55.97,1996,1.764843283397173,55.71515671660283,118.96484496933509,0.969296393817029,2.069673712062197,54.65073661351,0.9507782987736604
1996,Snow,0.10058399999999995,65379599.99999997,-18.999999999999773,-10.829999999999869,-3465599999.999958,-3400220399.999958,-3.50538185567006,26.05,0.0,26.47,1996,0.149956292115511,25.90004370788449,11.014485119878534,0.9942435204562183,0.42282092590704545,29.405425563554548,1.128807123361019
1997,Growing,-0.4761260000000005,-309481900.0000003,-3.999999999996362,-2.2799999999979264,-729599999.9993365,-1039081899.9993367,-1.0712184536075637,60.95,0.0,59.82,1997,1.88511778721479,59.064882212785214,126.12884895866237,0.9690710781424973,2.0693822634727215,60.13610066639278,0.986646442434664
1997,Snow,0.03942399999999996,25625599.999999974,3.999999999996362,2.2799999999979264,729599999.9993365,755225599.9993365,0.7785830927828211,17.09,0.0,17.06,1997,0.040219882330600004,17.0497801176694,20.669358392306062,0.9976465838308601,1.2094416847458198,16.27119702488658,0.9520887668160667
1998,Growing,-0.21885600000000038,-142256400.00000024,-7.999999999998408,-4.559999999999093,-1459199999.9997096,-1601456399.9997098,-1.650985979381144,59.89,0.0,59.300000000000004,1998,0.96382442710258,58.92617557289742,124.37493979767196,0.9839067552662785,2.0767229887739513,60.57716155227857,1.0114737277054362
1998,Snow,0.2922080000000001,189935200.00000006,3.999999999996362,2.2799999999979264,729599999.9993365,919535199.9993365,0.9479744329890066,19.94,0.0,20.73,1998,0.23628232872778301,19.70371767127222,38.97317227430574,0.9881503345673128,1.954522180256055,18.755743238283213,0.940608988880803
1999,Growing,-0.5598700000000003,-363915500.0000002,-7.999999999998408,-4.559999999999093,-1459199999.9997096,-1823115499.9997098,-1.8795005154636184,79.05,0.0,85.29,1999,2.7185494970803,76.3314505029197,137.08238992722298,0.9656097470325072,1.734122579724516,78.21095101838331,0.98938584463483
1999,Snow,0.43145400000000056,280445100.00000036,12.000000000000455,6.840000000000258,2188800000.0000825,2469245100.000083,2.5456135051547246,10.27,0.0,11.22,1999,0.1340194260723,10.1359805739277,34.85584771859309,0.9869503966823466,3.3939481712359387,7.590367068772975,0.7390815062096374
2000,Growing,-0.05104400000000009,-33178600.00000006,-4.000000000002046,-2.2800000000011664,-729600000.0003732,-762778600.0003734,-0.7863696907220344,52.44,0.0,55.910000000000004,2000,0.70799306786145,51.732006932138546,128.97551127672887,0.9864989880270509,2.459487247839986,52.51837662286058,1.0014945961643895
2000,Snow,0.6154860000000004,400065900.0000003,-1.999999999998181,-1.1399999999989632,-364799999.99966824,35265900.00033206,0.036356597938486654,20.83,0.0,20.94,2000,0.40190086037716,20.428099139622837,25.8810029008548,0.9807056716093537,1.2424869371509746,20.39174254168435,0.9789602756449521
2001,Growing,-0.5085300000000004,-330544500.00000024,1.0000000000047748,0.5700000000027217,182400000.00087094,-148144499.9991293,-0.15272628865889618,65.83,0.0,64.49,2001,2.3688349912793,63.4611650087207,133.28738115107083,0.9640158743539526,2.0247209653816016,63.613891297379595,0.9663358848151238
2001,Snow,0.2400200000000003,156013000.00000018,-9.000000000003183,-5.130000000001814,-1641600000.0005805,-1485587000.0005803,-1.53153298969132,17.79,0.0,18.23,2001,0.353677005697,17.436322994302998,28.300312861375403,0.9801193363857784,1.5907989241919844,18.96785598399432,1.0662088804943406
2002,Growing,-0.907332,-589765800.0,9.000000000003183,5.130000000001814,1641600000.0005805,1051834200.0005805,1.0843651546397737,68.45,0.0,57.66,2002,2.2635576650919798,66.18644233490802,140.41444183151424,0.9669312247612567,2.051343196954189,65.10207718026825,0.9510895132252484
2002,Snow,0.4695919999999997,305234799.99999976,-2.0000000000038654,-1.1400000000022033,-364800000.00070506,-59565200.0007053,-0.06140742268113949,8.01,0.0,8.14,2002,0.0133106511277,7.9966893488723,17.73994923667149,0.9983382458017853,2.2147252480239064,8.058096771553439,1.0060045907057977
2003,Growing,-0.5281420000000001,-343292300.00000006,0.9999999999990905,0.5699999999994816,182399999.99983412,-160892300.00016594,-0.16586835051563498,57.01,0.0,52.5,2003,0.9042432647845,56.1057567352155,127.23150222979999,0.9841388657290915,2.2317400847184703,56.27162508573114,0.9870483263590798
2003,Snow,0.5281420000000001,343292300.00000006,0.0,0.0,0.0,343292300.00000006,0.35390958762886604,9.52,0.0,10.89,2003,0.00700968908057,9.51299031091943,26.957979632152703,0.9992636881217888,2.831720549595872,9.159080723290563,0.9620883112700171
2004,Growing,0.04171000000000008,27111500.000000052,-1.999999999998181,-1.1399999999989632,-364799999.99966824,-337688499.9996682,-0.34813247422646204,66.15,0.0,64.49,2004,1.8392629383929,64.3107370616071,123.2452427409939,0.9721955716040377,1.8631178040966574,64.65886953583356,0.9774583452129033
2004,Snow,0.4867080000000003,316360200.0000002,6.000000000000227,3.420000000000129,1094400000.0000412,1410760200.0000415,1.4543919587629293,15.84,0.0,15.56,2004,0.127068156528,15.712931843472,27.76649234194879,0.9919780204212121,1.7529351225977772,14.25853988470907,0.9001603462568857
2005,Growing,-1.5686999999999998,-1019654999.9999999,-25.99999999999909,-14.81999999999948,-4742399999.999833,-5762054999.999833,-5.9402628865977665,51.58,0.0,55.01,2005,1.5616493139221,50.018350686077895,136.41421939171127,0.9697237434291953,2.644711504298396,55.95861357267566,1.0848897551895242
2005,Snow,1.0507499999999994,682987499.9999996,9.99999999999659,5.699999999998055,1823999999.9993777,2506987499.9993773,2.5845231958756467,23.55,0.0,24.65,2005,0.20930832827,23.34069167173,39.149696136578044,0.9911121728972399,1.6624074792602141,20.756168475854352,0.8813659650044311
2006,Growing,-0.6962580000000003,-452567700.0000002,-37.000000000000455,-21.090000000000256,-6748800000.000082,-7201367700.000082,-7.424090412371219,40.05,0.0,36.62,2006,0.9699582183862,39.080041781613794,140.8326052187667,0.9757813178929787,3.5164196059617154,46.504132193985015,1.1611518650183525
2006,Snow,0.7137840000000002,463959600.0000001,26.99999999999818,15.389999999998961,4924799999.999668,5388759599.999668,5.555422268040895,17.13,0.0,17.54,2006,0.038541275439999995,17.09145872456,45.01875427152734,0.9977500714862814,2.628065047958397,11.536036456519103,0.673440540368891
2007,Growing,-0.3550919999999999,-230809799.99999994,-18.999999999999773,-10.829999999999869,-3465599999.999958,-3696409799.999958,-3.810731752577276,55.3,0.0,65.74,2007,1.14006712716,54.159932872839995,135.40314754238432,0.9793839579175406,2.448519847059391,57.97066462541727,1.048294116191994
2007,Snow,0.6578820000000001,427623300.00000006,37.000000000000455,21.090000000000256,6748800000.000082,7176423300.000082,7.398374536082558,16.5,0.0,16.5,2007,0.11030558483099201,16.389694415169007,23.603220968363697,0.9933148130405459,1.4304982405068907,8.991319879086449,0.5449284775203909
2008,Growing,-0.6168100000000004,-400926500.0000003,15.00000000000341,8.550000000001944,2736000000.0006223,2335073500.000622,2.407292268041878,58.47,0.0,62.160000000000004,2008,1.18046478943218,57.28953521056782,126.08087261131259,0.9798107612547943,2.1563344041613237,54.88224294252594,0.9386393525316563
2008,Snow,0.28602600000000017,185916900.00000012,-25.0,-14.249999999999998,-4559999999.999999,-4374083099.999999,-4.5093640206185555,13.2,0.0,13.09,2008,0.0208105921693,13.1791894078307,21.819831776843447,0.9984234399871743,1.6530175588517764,17.688553428449254,1.3400419263976708
2009,Growing,-0.4633720000000005,-301191800.00000036,-25.0,-14.249999999999998,-4559999999.999999,-4861191799.999999,-5.011537938144329,47.160000000000004,0.0,45.6,2009,0.96611911371,46.19388088629,112.70732775845218,0.9795140137041984,2.3898924461079765,51.20541882443433,1.085780721468073
2009,Snow,0.7814020000000004,507911300.00000024,18.000000000000682,10.260000000000389,3283200000.0001245,3791111300.000125,3.9083621649485822,22.28,0.0,22.43,2009,0.349615547674,21.930384452326003,27.756539258281098,0.9843080992964992,1.2458051731724011,18.02202228737742,0.808887894406527
2010,Growing,0.3850480000000003,250281200.00000018,1.999999999998181,1.1399999999989632,364799999.99966824,615081199.9996684,0.6341043298965653,67.94,0.0,71.44,2010,1.075106005091,66.864893994909,134.20550976775294,0.984175654914763,1.9753533966404615,66.23078966501244,0.9748423559760442
2010,Snow,0.18905200000000022,122883800.00000015,20.999999999997954,11.969999999998832,3830399999.999626,3953283799.999626,4.075550309277965,15.260000000000002,0.0,15.62,2010,0.06458702846,15.195412971540001,47.76072887962848,0.995767560389253,3.1297987470267676,11.119862662262037,0.7286934903186131
2011,Growing,-0.5352000000000001,-347880000.00000006,-6.000000000000227,-3.420000000000129,-1094400000.0000412,-1442280000.0000412,-1.486886597938187,64.97,62.31,64.78,2011,1.72702801647944,63.24297198352056,141.08969729422884,0.9734180696247585,2.171613010531458,64.72985858145874,0.9963038107043057
2011,Snow,-0.3012280000000001,-195798200.00000006,-6.999999999999318,-3.9899999999996107,-1276799999.9998755,-1472598199.9998755,-1.5181424742266758,10.03,10.23,9.34,2011,0.00964281876468,10.020357181235319,24.20916313540239,0.9990386023165823,2.413675287677208,11.538499655461994,1.150398769238484
2012,Growing,-0.8057000000000005,-523705000.00000036,-41.0000000000025,-23.370000000001422,-7478400000.000455,-8002105000.000455,-8.249592783505623,58.72,58.44,58.129999999999995,2012,1.07380570689,57.64619429311,146.63801111793038,0.9817131180706744,2.4972413337522203,65.89578707661562,1.1222034583892306
2012,Snow,0.7499980000000004,487498700.00000024,17.00000000000159,9.690000000000907,3100800000.0002904,3588298700.000291,3.699277010309578,21.97,20.8,19.97,2012,0.15625436622799999,21.813745633771997,30.584605713761718,0.9928878303947201,1.3921076792790952,18.114468623462418,0.8245092682504515
2013,Growing,-1.1867100000000002,-771361500.0000001,3.000000000002956,1.7100000000016846,547200000.0005391,-224161499.99946105,-0.2310943298963516,55.02,55.67,52.69,2013,1.2666390672022,53.753360932797804,131.32807880763676,0.9769785702071574,2.3869152818545394,53.984455262694155,0.9811787579551827
2013,Snow,1.236516,803735400.0,18.000000000000682,10.260000000000389,3283200000.0001245,4086935400.0001245,4.213335463917654,24.83,25.36,22.71,2013,0.0117760274,24.8182239726,5.518188871143334,0.9995257338944825,0.22223877853980403,20.604888508682343,0.8298384417512019
2014,Growing,-1.0635420000000002,-691302300.0000001,18.000000000000682,10.260000000000389,3283200000.0001245,2591897700.0001245,2.6720594845362107,66.57,68.0,66.34,2014,1.940547957287226,64.62945204271277,122.21991120527116,0.9708495124337205,1.8359608112553878,61.95739255817656,0.9307104184794437
2014,Snow,1.0137360000000004,658928400.0000002,-8.000000000004093,-4.560000000002333,-1459200000.0007465,-800271600.0007463,-0.8250222680420064,14.96,15.37,14.05,2014,0.0013789994343790001,14.958621000565621,12.42987530800881,0.9999078208934238,0.8308740179150274,15.783643268607628,1.055056368222435
2015,Growing,-1.3493400000000007,-877071000.0000005,8.999999999997499,5.129999999998574,1641599999.999544,764528999.9995434,0.788174226803653,63.74,63.35,63.46,2015,0.8828223846691,62.857177615330905,133.89492304243433,0.9861496331241121,2.100642030788113,62.06900338852725,0.9737841761613939
2015,Snow,1.5788920000000002,1026279800.0000001,-7.999999999998408,-4.559999999999093,-1459199999.9997096,-432920199.9997095,-0.44630948453578295,21.46,21.09,21.16,2015,0.4054830736762415,21.05451692632376,31.218001771973366,0.9811051689806038,1.4547065131394858,21.500826410859542,1.0019024422581333
2016,Growing,0.025145999999999946,16344899.999999965,-3.000000000002956,-1.7100000000016846,-547200000.0005391,-530855100.0005391,-0.547273298969628,62.39,59.3,56.75,2016,1.1278001978294,61.2621998021706,130.04651435852278,0.9819233819870268,2.0844127962577783,61.80947310114023,0.9906951931582021
2016,Snow,0.34173800000000054,222129700.00000036,8.000000000004093,4.560000000002333,1459200000.0007465,1681329700.0007467,1.7333295876296357,27.669999999999998,27.79,28.96,2016,0.5766208394901,27.093379160509897,22.722543008355668,0.9791607936577484,0.8211977957483075,25.36004957288026,0.9165178739747113
